Gene	OTU	phylum	class	genus
dfra12	dfra12_0010	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0012	Gammaproteobacteria	Gammaproteobacteria	Halothiobacillus
dfra12	dfra12_0013	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0014	Gammaproteobacteria	Gammaproteobacteria	Halothiobacillus
dfra12	dfra12_0016	Firmicutes	Bacilli	Fictibacillus
dfra12	dfra12_0017	Alphaproteobacteria	Alphaproteobacteria	Bartonella
dfra12	dfra12_0019	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0020	Bacteroidetes	Sphingobacteriia	Pedobacter
dfra12	dfra12_0021	Firmicutes	Bacilli	Bacillus
dfra12	dfra12_0023	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0025	Betaproteobacteria	Betaproteobacteria	Burkholderia
dfra12	dfra12_0026	Firmicutes	Bacilli	Aneurinibacillus
dfra12	dfra12_0027	Gammaproteobacteria	Gammaproteobacteria	Marinobacter
dfra12	dfra12_0028	Gammaproteobacteria	Gammaproteobacteria	Xylella
dfra12	dfra12_0029	Deltaproteobacteria	Deltaproteobacteria	Labilithrix
dfra12	dfra12_0030	Gammaproteobacteria	Gammaproteobacteria	Marinomonas
dfra12	dfra12_0031	Alphaproteobacteria	Alphaproteobacteria	Novosphingobium
dfra12	dfra12_0032	Betaproteobacteria	Betaproteobacteria	NA
dfra12	dfra12_0033	Alphaproteobacteria	Alphaproteobacteria	Nitratireductor
dfra12	dfra12_0034	Firmicutes	Bacilli	Fictibacillus
dfra12	dfra12_0035	Gammaproteobacteria	Gammaproteobacteria	Shewanella
dfra12	dfra12_0036	Betaproteobacteria	Betaproteobacteria	Candidatus Methylopumilus
dfra12	dfra12_0037	Microgenomates	Microgenomates	NA
dfra12	dfra12_0038	Alphaproteobacteria	Alphaproteobacteria	Sinorhizobium
dfra12	dfra12_0039	Alphaproteobacteria	Alphaproteobacteria	Ensifer
dfra12	dfra12_0040	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0041	Gammaproteobacteria	Gammaproteobacteria	Methylomonas
dfra12	dfra12_0044	Alphaproteobacteria	Alphaproteobacteria	Pseudolabrys
dfra12	dfra12_0046	Alphaproteobacteria	Alphaproteobacteria	Candidatus Phaeomarinobacter
dfra12	dfra12_0047	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0048	Gammaproteobacteria	Gammaproteobacteria	Shewanella
dfra12	dfra12_0049	Betaproteobacteria	Betaproteobacteria	Vogesella
dfra12	dfra12_0050	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0051	Gammaproteobacteria	Gammaproteobacteria	Tolumonas
dfra12	dfra12_0052	Gammaproteobacteria	Gammaproteobacteria	NA
dfra12	dfra12_0053	Alphaproteobacteria	Alphaproteobacteria	Rhizobium
dfra12	dfra12_0055	Gammaproteobacteria	Gammaproteobacteria	Shewanella
dfra12	dfra12_0056	Gammaproteobacteria	Gammaproteobacteria	Oleiphilus
dfra12	dfra12_0057	Betaproteobacteria	Betaproteobacteria	Ralstonia
dfra12	dfra12_0058	Firmicutes	Bacilli	Fictibacillus
dfra12	dfra12_0059	Actinobacteria	Actinobacteria	Nocardioides
dfra12	dfra12_0060	Alphaproteobacteria	Alphaproteobacteria	Pseudolabrys
dfra12	dfra12_0061	Betaproteobacteria	Betaproteobacteria	NA
dfra12	dfra12_0063	Gammaproteobacteria	Gammaproteobacteria	Luteimonas
dfra12	dfra12_0064	Alphaproteobacteria	Alphaproteobacteria	Novosphingobium
dfra12	dfra12_0065	Firmicutes	Bacilli	aminovorans
dfra12	dfra12_0066	Betaproteobacteria	Betaproteobacteria	NA
dfra12	dfra12_0067	Gammaproteobacteria	Gammaproteobacteria	Halothiobacillus
dfra12	dfra12_0071	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0072	Gammaproteobacteria	Gammaproteobacteria	Tolumonas
dfra12	dfra12_0074	Firmicutes	Bacilli	Bacillus
dfra12	dfra12_0075	Betaproteobacteria	Betaproteobacteria	Methylotenera
dfra12	dfra12_0076	Gammaproteobacteria	Gammaproteobacteria	NA
dfra12	dfra12_0077	Gammaproteobacteria	Gammaproteobacteria	Oleiphilus
dfra12	dfra12_0078	Gammaproteobacteria	Gammaproteobacteria	Luteimonas
dfra12	dfra12_0079	Gammaproteobacteria	Gammaproteobacteria	NA
dfra12	dfra12_0080	Firmicutes	Bacilli	Fictibacillus
dfra12	dfra12_0081	Actinobacteria	Actinobacteria	Tetrasphaera
dfra12	dfra12_0082	Gammaproteobacteria	Gammaproteobacteria	Tolumonas
dfra12	dfra12_0083	Parcubacteria	Parcubacteria	NA
dfra12	dfra12_0087	Firmicutes	Bacilli	Geobacillus
dfra12	dfra12_0088	Gammaproteobacteria	Gammaproteobacteria	Tolumonas
dfra12	dfra12_0089	Alphaproteobacteria	Alphaproteobacteria	Phenylobacterium
dfra12	dfra12_0090	Gammaproteobacteria	Gammaproteobacteria	Shewanella
dfra12	dfra12_0091	Gammaproteobacteria	Gammaproteobacteria	NA
dfra12	dfra12_0092	Alphaproteobacteria	Alphaproteobacteria	Labrys
dfra12	dfra12_0093	Actinobacteria	Actinobacteria	Phycicoccus
dfra12	dfra12_0094	Gammaproteobacteria	Gammaproteobacteria	Colwellia
dfra12	dfra12_0095	Alphaproteobacteria	Alphaproteobacteria	Novosphingobium
dfra12	dfra12_0096	Gammaproteobacteria	Gammaproteobacteria	Aeromonas
dfra12	dfra12_0097	Gammaproteobacteria	Gammaproteobacteria	Thioploca
dfra12	dfra12_0099	Bacteroidetes	Flavobacteriia	Cellulophaga
dfra12	dfra12_0100	Gammaproteobacteria	Gammaproteobacteria	Oleiphilus
dfra12	dfra12_0101	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0102	Betaproteobacteria	Betaproteobacteria	Pseudogulbenkiania
dfra12	dfra12_0103	Gammaproteobacteria	Gammaproteobacteria	Acidihalobacter
dfra12	dfra12_0105	Alphaproteobacteria	Alphaproteobacteria	Rhizobium
dfra12	dfra12_0106	Alphaproteobacteria	Alphaproteobacteria	Rhodopseudomonas
dfra12	dfra12_0107	Gammaproteobacteria	Gammaproteobacteria	Oleiphilus
dfra12	dfra12_0108	Alphaproteobacteria	Alphaproteobacteria	Microvirga
dfra12	dfra12_0109	Betaproteobacteria	Betaproteobacteria	Gallionella
dfra12	dfra12_0110	Deinococcus-Thermus	Deinococci	Meiothermus
dfra12	dfra12_0112	Gammaproteobacteria	Gammaproteobacteria	Shewanella
dfra12	dfra12_0113	Firmicutes	Bacilli	Bacillus
dfra12	dfra12_0114	Deinococcus-Thermus	Deinococci	Meiothermus
dfra12	dfra12_0115	Firmicutes	Bacilli	Bacillus
dfra12	dfra12_0116	Firmicutes	Bacilli	Bacillus
dfra12	dfra12_0117	Alphaproteobacteria	Alphaproteobacteria	Phaeospirillum
dfra12	dfra12_0118	Alphaproteobacteria	Alphaproteobacteria	Novosphingobium
dfra12	dfra12_0119	Betaproteobacteria	Betaproteobacteria	Paraburkholderia
dfra12	dfra12_0120	Gammaproteobacteria	Gammaproteobacteria	Halothiobacillus
dfra12	dfra12_0123	Firmicutes	Bacilli	Bacillus
dfra12	dfra12_0124	Alphaproteobacteria	Alphaproteobacteria	Bosea
dfra12	dfra12_0125	Betaproteobacteria	Betaproteobacteria	Burkholderia
dfra12	dfra12_0126	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0127	Gammaproteobacteria	Gammaproteobacteria	Alteromonas
dfra12	dfra12_0128	Alphaproteobacteria	Alphaproteobacteria	Ensifer
dfra12	dfra12_0129	Alphaproteobacteria	Alphaproteobacteria	Bartonella
dfra12	dfra12_0130	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0132	Alphaproteobacteria	Alphaproteobacteria	Methylobacterium
dfra12	dfra12_0133	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0134	Gammaproteobacteria	Gammaproteobacteria	Methylococcus
dfra12	dfra12_0136	Alphaproteobacteria	Alphaproteobacteria	Pannonibacter
dfra12	dfra12_0137	Gammaproteobacteria	Gammaproteobacteria	NA
dfra12	dfra12_0138	Betaproteobacteria	Betaproteobacteria	Nitrosomonas
dfra12	dfra12_0139	Firmicutes	Bacilli	Geobacillus
dfra12	dfra12_0141	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0142	Alphaproteobacteria	Alphaproteobacteria	Aminobacter
dfra12	dfra12_0145	Betaproteobacteria	Betaproteobacteria	Nitrosospira
dfra12	dfra12_0146	Gammaproteobacteria	Gammaproteobacteria	Marinobacterium
dfra12	dfra12_0147	Alphaproteobacteria	Alphaproteobacteria	Ensifer
dfra12	dfra12_0148	Betaproteobacteria	Betaproteobacteria	Advenella
dfra12	dfra12_0149	Gammaproteobacteria	Gammaproteobacteria	Cycloclasticus
dfra12	dfra12_0150	Betaproteobacteria	Betaproteobacteria	NA
dfra12	dfra12_0151	Alphaproteobacteria	Alphaproteobacteria	Bartonella
dfra12	dfra12_0152	Betaproteobacteria	Betaproteobacteria	Burkholderia
dfra12	dfra12_0155	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0156	Betaproteobacteria	Betaproteobacteria	Burkholderia
dfra12	dfra12_0158	Gammaproteobacteria	Gammaproteobacteria	Thalassolituus
dfra12	dfra12_0159	Alphaproteobacteria	Alphaproteobacteria	Pseudolabrys
dfra12	dfra12_0160	Betaproteobacteria	Betaproteobacteria	Nitrosospira
dfra12	dfra12_0161	Parcubacteria	Parcubacteria	NA
dfra12	dfra12_0162	Gammaproteobacteria	Gammaproteobacteria	Ferrimonas
dfra12	dfra12_0164	Betaproteobacteria	Betaproteobacteria	NA
dfra12	dfra12_0166	Betaproteobacteria	Betaproteobacteria	Burkholderia
dfra12	dfra12_0167	Alphaproteobacteria	Alphaproteobacteria	Afipia
dfra12	dfra12_0168	Betaproteobacteria	Betaproteobacteria	Achromobacter
dfra12	dfra12_0169	Gammaproteobacteria	Gammaproteobacteria	Acidihalobacter
dfra12	dfra12_0170	Alphaproteobacteria	Alphaproteobacteria	Variibacter
dfra12	dfra12_0171	Betaproteobacteria	Betaproteobacteria	NA
dfra12	dfra12_0173	Alphaproteobacteria	Alphaproteobacteria	Rhodopseudomonas
dfra12	dfra12_0175	Alphaproteobacteria	Alphaproteobacteria	Microvirga
dfra12	dfra12_0177	Gammaproteobacteria	Gammaproteobacteria	Shewanella
dfra12	dfra12_0178	Gammaproteobacteria	Gammaproteobacteria	Thalassomonas
dfra12	dfra12_0179	Alphaproteobacteria	Alphaproteobacteria	Bartonella
dfra12	dfra12_0180	Gammaproteobacteria	Gammaproteobacteria	Shewanella
dfra12	dfra12_0182	Deltaproteobacteria	Deltaproteobacteria	Myxococcus
dfra12	dfra12_0183	Gammaproteobacteria	Gammaproteobacteria	Marinomonas
dfra12	dfra12_0184	Gammaproteobacteria	Gammaproteobacteria	Marinobacterium
dfra12	dfra12_0185	Firmicutes	Bacilli	Paenibacillus
dfra12	dfra12_0186	Actinobacteria	Actinobacteria	Nocardioides
dfra12	dfra12_0187	Firmicutes	Bacilli	Bacillus
dfra12	dfra12_0189	Betaproteobacteria	Betaproteobacteria	Burkholderia
dfra12	dfra12_0190	Gammaproteobacteria	Gammaproteobacteria	Tolumonas
dfra12	dfra12_0192	Alphaproteobacteria	Alphaproteobacteria	Bartonella
dfra12	dfra12_0194	Alphaproteobacteria	Alphaproteobacteria	Bartonella
dfra12	dfra12_0195	Alphaproteobacteria	Alphaproteobacteria	Shinella
dfra12	dfra12_0196	Gammaproteobacteria	Gammaproteobacteria	Halothiobacillus
dfra12	dfra12_0198	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0199	Alphaproteobacteria	Alphaproteobacteria	Rhizobium
dfra12	dfra12_0200	Actinobacteria	Actinobacteria	Kineosphaera
dfra12	dfra12_0201	Firmicutes	Bacilli	Fictibacillus
dfra12	dfra12_0202	Gammaproteobacteria	Gammaproteobacteria	Halothiobacillus
dfra12	dfra12_0203	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0204	Betaproteobacteria	Betaproteobacteria	NA
dfra12	dfra12_0205	Gammaproteobacteria	Gammaproteobacteria	NA
dfra12	dfra12_0207	Betaproteobacteria	Betaproteobacteria	NA
dfra12	dfra12_0211	Alphaproteobacteria	Alphaproteobacteria	Mesorhizobium
dfra12	dfra12_0212	Bacteroidetes	Sphingobacteriia	Pedobacter
dfra12	dfra12_0214	Gammaproteobacteria	Gammaproteobacteria	Thalassolituus
dfra12	dfra12_0215	Gammaproteobacteria	Gammaproteobacteria	Xylella
dfra12	dfra12_0216	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0217	Gammaproteobacteria	Gammaproteobacteria	NA
dfra12	dfra12_0218	Microgenomates	Microgenomates	NA
dfra12	dfra12_0219	Gammaproteobacteria	Gammaproteobacteria	Halothiobacillus
dfra12	dfra12_0222	Deltaproteobacteria	Deltaproteobacteria	Labilithrix
dfra12	dfra12_0223	Actinobacteria	Actinobacteria	Phycicoccus
dfra12	dfra12_0224	Gammaproteobacteria	Gammaproteobacteria	Halothiobacillus
dfra12	dfra12_0226	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0227	Gammaproteobacteria	Gammaproteobacteria	Steroidobacter
dfra12	dfra12_0228	Actinobacteria	Actinobacteria	Knoellia
dfra12	dfra12_0232	Firmicutes	Bacilli	Aneurinibacillus
dfra12	dfra12_0233	Gammaproteobacteria	Gammaproteobacteria	Alcanivorax
dfra12	dfra12_0234	Gammaproteobacteria	Gammaproteobacteria	Ferrimonas
dfra12	dfra12_0236	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0237	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0238	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0239	Gammaproteobacteria	Gammaproteobacteria	NA
dfra12	dfra12_0241	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0242	Gammaproteobacteria	Gammaproteobacteria	Tolumonas
dfra12	dfra12_0243	Gammaproteobacteria	Gammaproteobacteria	Alteromonas
dfra12	dfra12_0244	Gammaproteobacteria	Gammaproteobacteria	Escherichia
dfra12	dfra12_0245	Betaproteobacteria	Betaproteobacteria	Burkholderia
dfra12	dfra12_0246	Firmicutes	Bacilli	Bacillus
dfra12	dfra12_0247	Firmicutes	Bacilli	Fictibacillus
dfra12	dfra12_0248	Firmicutes	Bacilli	Bacillus
dfra12	dfra12_0249	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0251	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0254	Alphaproteobacteria	Alphaproteobacteria	Xanthobacter
dfra12	dfra12_0256	Gammaproteobacteria	Gammaproteobacteria	Tolumonas
dfra12	dfra12_0257	Firmicutes	Bacilli	Bacillus
dfra12	dfra12_0259	Firmicutes	Bacilli	Bacillus
dfra12	dfra12_0262	Bacteroidetes	Sphingobacteriia	Mucilaginibacter
dfra12	dfra12_0263	Betaproteobacteria	Betaproteobacteria	NA
dfra12	dfra12_0264	Alphaproteobacteria	Alphaproteobacteria	Pseudolabrys
dfra12	dfra12_0265	Gammaproteobacteria	Gammaproteobacteria	Halothiobacillus
dfra12	dfra12_0266	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0267	Alphaproteobacteria	Alphaproteobacteria	Ensifer
dfra12	dfra12_0270	Alphaproteobacteria	Alphaproteobacteria	Mesorhizobium
dfra12	dfra12_0271	Alphaproteobacteria	Alphaproteobacteria	Rhizobium
dfra12	dfra12_0272	Alphaproteobacteria	Alphaproteobacteria	Bartonella
dfra12	dfra12_0273	Gammaproteobacteria	Gammaproteobacteria	Shewanella
dfra12	dfra12_0274	Gammaproteobacteria	Gammaproteobacteria	Shewanella
dfra12	dfra12_0276	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0277	Firmicutes	Bacilli	Bacillus
dfra12	dfra12_0278	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0279	Gammaproteobacteria	Gammaproteobacteria	Xylella
dfra12	dfra12_0280	Alphaproteobacteria	Alphaproteobacteria	Chelativorans
dfra12	dfra12_0282	Gammaproteobacteria	Gammaproteobacteria	Lysobacter
dfra12	dfra12_0283	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0285	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0287	Gammaproteobacteria	Gammaproteobacteria	Shewanella
dfra12	dfra12_0288	Betaproteobacteria	Betaproteobacteria	Leptothrix
dfra12	dfra12_0289	Alphaproteobacteria	Alphaproteobacteria	Rhodopseudomonas
dfra12	dfra12_0290	Betaproteobacteria	Betaproteobacteria	Burkholderia
dfra12	dfra12_0291	Gammaproteobacteria	Gammaproteobacteria	Halothiobacillus
dfra12	dfra12_0292	Alphaproteobacteria	Alphaproteobacteria	Xanthobacter
dfra12	dfra12_0293	Gammaproteobacteria	Gammaproteobacteria	Alteromonas
dfra12	dfra12_0294	Microgenomates	Microgenomates	NA
dfra12	dfra12_0295	Microgenomates	Microgenomates	NA
dfra12	dfra12_0299	Alphaproteobacteria	Alphaproteobacteria	Mesorhizobium
dfra12	dfra12_0300	Actinobacteria	Actinobacteria	Microlunatus
dfra12	dfra12_0301	Alphaproteobacteria	Alphaproteobacteria	Ensifer
dfra12	dfra12_0302	Microgenomates	Microgenomates	NA
dfra12	dfra12_0303	Alphaproteobacteria	Alphaproteobacteria	Altererythrobacter
dfra12	dfra12_0304	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0305	Betaproteobacteria	Betaproteobacteria	Burkholderia
dfra12	dfra12_0307	Alphaproteobacteria	Alphaproteobacteria	Shinella
dfra12	dfra12_0308	Gammaproteobacteria	Gammaproteobacteria	NA
dfra12	dfra12_0310	Deltaproteobacteria	Deltaproteobacteria	Archangium
dfra12	dfra12_0311	Actinobacteria	Actinobacteria	Nocardioides
dfra12	dfra12_0312	Gammaproteobacteria	Gammaproteobacteria	Halothiobacillus
dfra12	dfra12_0313	Alphaproteobacteria	Alphaproteobacteria	Bartonella
dfra12	dfra12_0314	Gammaproteobacteria	Gammaproteobacteria	Shewanella
dfra12	dfra12_0315	Gammaproteobacteria	Gammaproteobacteria	Acidihalobacter
dfra12	dfra12_0316	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0317	Gammaproteobacteria	Gammaproteobacteria	Paraglaciecola
dfra12	dfra12_0320	Gammaproteobacteria	Gammaproteobacteria	Halothiobacillus
dfra12	dfra12_0323	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0325	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0326	Firmicutes	Bacilli	Bacillus
dfra12	dfra12_0328	Betaproteobacteria	Betaproteobacteria	Crenobacter
dfra12	dfra12_0329	Gammaproteobacteria	Gammaproteobacteria	Thalassolituus
dfra12	dfra12_0330	Firmicutes	Bacilli	Bacillus
dfra12	dfra12_0331	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0332	Betaproteobacteria	Betaproteobacteria	Thiomonas
dfra12	dfra12_0334	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0335	Gammaproteobacteria	Gammaproteobacteria	NA
dfra12	dfra12_0337	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0340	Gammaproteobacteria	Gammaproteobacteria	Marinomonas
dfra12	dfra12_0341	Gammaproteobacteria	Gammaproteobacteria	Oleiphilus
dfra12	dfra12_0343	Gammaproteobacteria	Gammaproteobacteria	Marinobacterium
dfra12	dfra12_0344	Parcubacteria	Parcubacteria	NA
dfra12	dfra12_0348	Gammaproteobacteria	Gammaproteobacteria	Marinomonas
dfra12	dfra12_0349	Parcubacteria	Parcubacteria	NA
dfra12	dfra12_0351	Gammaproteobacteria	Gammaproteobacteria	Tolumonas
dfra12	dfra12_0352	Alphaproteobacteria	Alphaproteobacteria	Rhizobium
dfra12	dfra12_0353	Firmicutes	Bacilli	Bacillus
dfra12	dfra12_0354	Gammaproteobacteria	Gammaproteobacteria	Candidatus Berkiella
dfra12	dfra12_0356	Gammaproteobacteria	Gammaproteobacteria	Tolumonas
dfra12	dfra12_0357	Gammaproteobacteria	Gammaproteobacteria	Shewanella
dfra12	dfra12_0359	Gammaproteobacteria	Gammaproteobacteria	Methylomonas
dfra12	dfra12_0360	Alphaproteobacteria	Alphaproteobacteria	Variibacter
dfra12	dfra12_0361	Gammaproteobacteria	Gammaproteobacteria	Halothiobacillus
dfra12	dfra12_0362	Bacteroidetes	Flavobacteriia	Lutibacter
dfra12	dfra12_0363	Alphaproteobacteria	Alphaproteobacteria	Rhizobium
dfra12	dfra12_0364	Alphaproteobacteria	Alphaproteobacteria	Methylobacterium
dfra12	dfra12_0365	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0366	Alphaproteobacteria	Alphaproteobacteria	Rhizobium
dfra12	dfra12_0367	Betaproteobacteria	Betaproteobacteria	Achromobacter
dfra12	dfra12_0368	Betaproteobacteria	Betaproteobacteria	NA
dfra12	dfra12_0369	Betaproteobacteria	Betaproteobacteria	Thauera
dfra12	dfra12_0370	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0371	Gammaproteobacteria	Gammaproteobacteria	Thalassolituus
dfra12	dfra12_0372	Gammaproteobacteria	Gammaproteobacteria	Aeromonas
dfra12	dfra12_0373	Gammaproteobacteria	Gammaproteobacteria	Halothiobacillus
dfra12	dfra12_0374	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0375	Alphaproteobacteria	Alphaproteobacteria	Bartonella
dfra12	dfra12_0376	Alphaproteobacteria	Alphaproteobacteria	Xanthobacter
dfra12	dfra12_0377	Alphaproteobacteria	Alphaproteobacteria	Sphingorhabdus
dfra12	dfra12_0378	Gammaproteobacteria	Gammaproteobacteria	Halioglobus
dfra12	dfra12_0379	Firmicutes	Bacilli	Parageobacillus
dfra12	dfra12_0380	Firmicutes	Bacilli	Bacillus
dfra12	dfra12_0382	Gammaproteobacteria	Gammaproteobacteria	Ferrimonas
dfra12	dfra12_0383	Alphaproteobacteria	Alphaproteobacteria	Tepidicaulis
dfra12	dfra12_0384	Gammaproteobacteria	Gammaproteobacteria	Marinomonas
dfra12	dfra12_0385	Betaproteobacteria	Betaproteobacteria	Ralstonia
dfra12	dfra12_0386	Gammaproteobacteria	Gammaproteobacteria	Ferrimonas
dfra12	dfra12_0387	Gammaproteobacteria	Gammaproteobacteria	Xylella
dfra12	dfra12_0388	Actinobacteria	Actinobacteria	Phycicoccus
dfra12	dfra12_0389	Betaproteobacteria	Betaproteobacteria	Paraburkholderia
dfra12	dfra12_0391	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0392	Gammaproteobacteria	Gammaproteobacteria	Oleispira
dfra12	dfra12_0393	Gammaproteobacteria	Gammaproteobacteria	Marinomonas
dfra12	dfra12_0394	Bacteroidetes	Flavobacteriia	Wenyingzhuangia
dfra12	dfra12_0395	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0396	Betaproteobacteria	Betaproteobacteria	Paraburkholderia
dfra12	dfra12_0397	Firmicutes	Firmicutes	NA
dfra12	dfra12_0398	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0399	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0400	Gammaproteobacteria	Gammaproteobacteria	Xylella
dfra12	dfra12_0401	Betaproteobacteria	Betaproteobacteria	Chromobacterium
dfra12	dfra12_0403	Alphaproteobacteria	Alphaproteobacteria	Rhodopseudomonas
dfra12	dfra12_0404	Betaproteobacteria	Betaproteobacteria	Burkholderia
dfra12	dfra12_0405	Bacteroidetes	Flavobacteriia	Flavobacterium
dfra12	dfra12_0407	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0408	Gammaproteobacteria	Gammaproteobacteria	Halothiobacillus
dfra12	dfra12_0409	Betaproteobacteria	Betaproteobacteria	Nitrosospira
dfra12	dfra12_0410	Betaproteobacteria	Betaproteobacteria	Burkholderia
dfra12	dfra12_0411	Alphaproteobacteria	Alphaproteobacteria	Rhizobium
dfra12	dfra12_0412	Alphaproteobacteria	Alphaproteobacteria	Sinorhizobium
dfra12	dfra12_0414	Alphaproteobacteria	Alphaproteobacteria	Devosia
dfra12	dfra12_0416	Betaproteobacteria	Betaproteobacteria	NA
dfra12	dfra12_0417	Betaproteobacteria	Betaproteobacteria	Nitrosospira
